index,smiles,pedegree,descriptors,fitnesses
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('crossover', 'CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666
C=CCCc1cc(O)ccc1-c1ccccc1S(=O)(=O)[N+](=O)[O-],C=CCCc1cc(O)ccc1-c1ccccc1S(=O)(=O)[N+](=O)[O-],"('mutation', '[*;!H0;!H1:1]>>[*:1]=C', 'CCCc1cc(O)ccc1-c1ccccc1S(=O)(=O)[N+](=O)[O-]')","[0.3274760411515152, 0.6072000000000003, 0.6964999999999999, 0.5137888888888894]",0.28695652173913044
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CCCCN1c2ccc(O)cc2Sc2ccc(O)cc21', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3640235626909091, 0.31336666666666674, 0.31328571428571433, 0.5551755555555562]",0.5104166666666666
CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('mutation', '[*;!H0:1]>>[*:1]-C', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.5368158769818182, 0.2817666666666667, 0.45835714285714285, 0.7143200000000007]",0.46226415094339623
Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1,Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1,"('crossover', 'Cc1cccc(S(=O)(=O)c2ccc(CCN3CCN(C)CC3)c(P)c2)c1', 'CCN([N+](=O)[O-])S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1')","[0.08820878429090907, 0.23851999999999998, 0.2901428571428572, 0.30483111111111155]",0.3333333333333333
CC(CN1CCN(C)CC1)c1cccc(S(=O)(=O)N(C)C)c1,CC(CN1CCN(C)CC1)c1cccc(S(=O)(=O)N(C)C)c1,"('mutation', '[*;!H0:1]>>[*:1]-C', 'CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1')","[0.3035830245575758, 0.29796666666666666, 0.31328571428571433, 0.5518533333333341]",0.46464646464646464
CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(NN=N)cc32)CC1,CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(NN=N)cc32)CC1,"('mutation', '[*;!H0:1]~[*:2]>>[*:1]=N-[*:2]', 'CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(NN)cc32)CC1')","[0.7490045943515155, 0.7091450000000004, 0.6578571428571428, 0.9788133333333336]",0.6923076923076923
CC=C1c2ccccc2Sc2ccc(NN=N)cc21,CC=C1c2ccccc2Sc2ccc(NN=N)cc21,"('crossover', 'CN(Cl)S(=O)(=O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1', 'CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(NN=N)cc32)CC1')","[0.1275242982303031, 0.910111666666667, 0.3445714285714286, 0.42811555555555586]",0.38613861386138615
CN(C)S(=O)(=O)c1ccc(Cl)c(CC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(CC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1,"('crossover', 'CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCCCC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.8425383041090909, 0.895083333333334, 0.7202142857142858, 0.9648466666666672]",0.3643410852713178
CN(N)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(O)c(N)c32)CC1,CN(N)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(O)c(N)c32)CC1,"('crossover', 'CN(N)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(N)c(N)c32)CC1', 'CN(C)S(=O)(=O)c1ccc(O)c(-c2ccccc2O)c1')","[0.7156228234060606, 0.4047833333333335, 0.8295, 0.9295933333333336]",0.5779816513761468
CN1CCN(N(O)c2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(N(O)c2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'CN1CCN(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.31859447328484836, 0.08341666666666665, 0.6254285714285714, 0.47016777777777824]",0.4117647058823529
CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)[N+]([O-])CO)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)[N+]([O-])CO)c1ccccc1S2,"('mutation', '[*:1]~[*:2]>>[*:1]C[*:2]', 'CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)[N+](=O)[O-])c1ccccc1S2')","[0.6212731007030301, 0.31201666666666666, 0.885357142857143, 0.6836155555555558]",0.42342342342342343
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2CS(C)=O)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2CS(C)=O)CC1,"('crossover', 'CN1CCN(N2CCN(CN3c4ccccc4Sc4ccc(S(C)=O)cc43)CC2)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2CS(C)(=O)=O)CC1')","[0.7218070724727274, 0.46205000000000024, 0.4352142857142858, 0.9795800000000005]",0.5981308411214953
CN(Cl)S(=O)(=O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,CN(Cl)S(=O)(=O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,"('crossover', 'Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1[N+](=O)[O-]', 'CN(Cl)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1')","[0.21201995027878773, 0.29621666666666663, 0.8832857142857142, 0.22836222222222227]",0.19090909090909092
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2S(=O)N[N+](=O)[O-])CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2S(=O)N[N+](=O)[O-])CC1,"('mutation', '[*:1]~[D1]>>[*:1]', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2S(=O)(=O)N[N+](=O)[O-])CC1')","[0.8186697303878788, 0.28295000000000015, 0.8292857142857144, 0.9658922222222229]",0.5714285714285714
Cc1ccc2c(c1)C(=CS(=O)(=O)N(C)C)c1ccccc1S2,Cc1ccc2c(c1)C(=CS(=O)(=O)N(C)C)c1ccccc1S2,"('crossover', 'CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2', 'Cc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2')","[0.32142445692121213, 0.7067033333333339, 0.267, 0.5714422222222227]",0.5208333333333334
CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(N)cc32)CC1,CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(N)cc32)CC1,"('mutation', '[*:1]~[D1]>>[*:1]', 'CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(N)c(N)c32)CC1')","[0.6641374792000001, 0.5798666666666669, 0.4991428571428572, 0.9303911111111115]",0.7346938775510204
CN(C)S(=O)(=O)c1ccc(N)c(-c2ccccc2-c2ccccc2[N+](=O)[O-])c1,CN(C)S(=O)(=O)c1ccc(N)c(-c2ccccc2-c2ccccc2[N+](=O)[O-])c1,"('crossover', 'CN1CCN(N(O)c2cc(S(=O)(=O)N(C)C)ccc2O)CC1', 'CN(C)S(=O)(=O)c1ccc(N)c(-c2ccccc2[N+](=O)[O-])c1')","[0.5215443245090909, 0.710216666666667, 0.7610000000000001, 0.7694844444444446]",0.36134453781512604
COc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,COc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,"('mutation', '[*:1]~[*:2]>>[*:1]O[*:2]', 'Cc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2')","[0.42780783167272723, 0.7881666666666672, 0.11221428571428572, 0.7688000000000004]",0.7311827956989247
CCCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,CCCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('crossover', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1', 'CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1')","[0.3154042798181818, 0.7548000000000005, 0.5391428571428571, 0.5427900000000002]",0.28205128205128205
CN(C)S(=O)(=O)c1ccc(N)c(-c2ccccc2[N+](=O)[O-])c1,CN(C)S(=O)(=O)c1ccc(N)c(-c2ccccc2[N+](=O)[O-])c1,"('mutation', '[#8:1]>>[#7:1]', 'CN(C)S(=O)(=O)c1ccc(O)c(-c2ccccc2[N+](=O)[O-])c1')","[0.2911464453333332, 0.4323833333333334, 0.7610000000000001, 0.48686222222222236]",0.4117647058823529
CN(C)S(=O)(=O)c1ccc(Cl)c(OSc2ccccc2S(=O)(=O)CC[N+](=O)[O-])c1,CN(C)S(=O)(=O)c1ccc(Cl)c(OSc2ccccc2S(=O)(=O)CC[N+](=O)[O-])c1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(OSc2ccccc2S(=O)(=O)C[N+](=O)[O-])c1', 'CCCC=NC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)[N+](=O)[O-])cc21')","[0.7726928532242422, 0.5378000000000002, 0.8849285714285715, 0.7685111111111117]",0.3252032520325203
CN1CCN(CN2CCN(CCc3cc(S(=O)(=O)N(C)C)ccc3P)CC2)CC1,CN1CCN(CN2CCN(CCc3cc(S(=O)(=O)N(C)C)ccc3P)CC2)CC1,"('crossover', 'Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2P)CC1')","[0.6552507061272727, 0.05038333333333389, 0.3595714285714286, 0.9145866666666674]",0.4188034188034188
N=CCCC=C1c2ccccc2Sc2ccc(N)cc21,N=CCCC=C1c2ccccc2Sc2ccc(N)cc21,"('mutation', '[*;!H0;!H1:1]>>[*:1]=N', 'CCCC=C1c2ccccc2Sc2ccc(N)cc21')","[0.1669800591272726, 0.8491450000000005, 0.35621428571428576, 0.516845555555556]",0.4444444444444444
CN1CCN(CCc2ccc3ccccc3c2)CC1,CN1CCN(CCc2ccc3ccccc3c2)CC1,"('crossover', 'CN1CCN(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1', 'CN1CCN(CCCN2CCN(C)CC2)CC1')","[0.08841908698181813, 0.5216166666666667, 0.04628571428571429, 0.4621000000000006]",0.42424242424242425
Cc1ccc2c(c1S(=O)(=O)N(C)C)C(=CCCN1CCN(C)CC1)c1ccccc1S2,Cc1ccc2c(c1S(=O)(=O)N(C)C)C(=CCCN1CCN(C)CC1)c1ccccc1S2,"('crossover', 'Cc1ccc2c(c1C)C(=CCCN1CCN(C)CC1)c1ccccc1S2', 'CN(C)S(=O)(=O)c1ccc(O)c(S(=O)(=O)[N+](=O)[O-])c1')","[0.7035932400969698, 0.7131866666666671, 0.31328571428571433, 0.9805533333333336]",0.7551020408163265
CC1=C(C)c2ccccc2C(=O)C1=NCCN1CCN(S(=O)(=O)[N+](=O)[O-])CC1,CC1=C(C)c2ccccc2C(=O)C1=NCCN1CCN(S(=O)(=O)[N+](=O)[O-])CC1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(-c2ccc(Cl)c(N(O)CS(=O)(=O)[N+](=O)[O-])c2)c1', 'CC1=C(C)c2ccccc2C(=O)C1=NCCN1CCN(C)CC1')","[0.5488820933454542, 0.29273333333333335, 0.8085000000000002, 0.7252188888888895]",0.36134453781512604
CN1CCN(CCN(C)S(=O)(=O)c2ccc(O)c(-c3ccccc3O)c2)CC1,CN1CCN(CCN(C)S(=O)(=O)c2ccc(O)c(-c3ccccc3O)c2)CC1,"('crossover', 'CCCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1CCN(CN(C)S(=O)(=O)c2ccc(O)c(-c3ccccc3O)c2)CC1')","[0.5459764464969697, 0.35545, 0.6022857142857143, 0.7662266666666672]",0.5825242718446602
CN(C)S(=O)(=O)c1ccc(O)c(NC(=O)O)c1,CN(C)S(=O)(=O)c1ccc(O)c(NC(=O)O)c1,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'CN(C)S(=O)(=O)c1ccc(O)c(SNC(=O)O)c1')","[0.10620209843636365, 0.20540000000000003, 0.7638571428571429, 0.2291900000000003]",0.2524271844660194
CN1CCN(CCOc2cc(S(=O)(=O)N(C)F)ccc2Cl)CC1,CN1CCN(CCOc2cc(S(=O)(=O)N(C)F)ccc2Cl)CC1,"('crossover', 'CN1CCN(CCOc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CCCc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1F')","[0.4245382376727274, 0.3285333333333333, 0.3792142857142857, 0.521564444444445]",0.4230769230769231
Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccccc1-c1ccccc1[N+](=O)[O-],Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccccc1-c1ccccc1[N+](=O)[O-],"('crossover', 'CN(C)S(=O)(=O)c1ccc(O)c(-c2ccccc2-c2ccccc2[N+](=O)[O-])c1', 'CNS(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(N)c(N)c32)CC1')","[0.5185284185454545, 0.8312533333333341, 0.5751428571428571, 0.7730911111111115]",0.3728813559322034
Cc1ccc2c(c1S(=O)N(C)Cl)C(=CCCN1CCN(C)CC1)c1ccccc1S2,Cc1ccc2c(c1S(=O)N(C)Cl)C(=CCCN1CCN(C)CC1)c1ccccc1S2,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1ccc2c(c1S(=O)(=O)N(C)Cl)C(=CCCN1CCN(C)CC1)c1ccccc1S2')","[0.7155643399878789, 0.8561700000000009, 0.1913571428571429, 0.9711266666666669]",0.6346153846153846
Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccc2c(c1)N(S(=O)(=O)[N+](=O)[O-])c1ccccc1S2,Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccc2c(c1)N(S(=O)(=O)[N+](=O)[O-])c1ccccc1S2,"('crossover', 'CN(C)S(=O)(=O)c1ccc(O)c(-c2ccc3c(c2)N(S(=O)(=O)[N+](=O)[O-])c2ccccc2S3)c1', 'CC1=C(C)c2ccccc2C(=O)C1=NCCN1CCN(S(=O)(=O)[N+](=O)[O-])CC1')","[0.8486169646303029, 0.7560866666666674, 0.8421428571428572, 0.9567333333333335]",0.4
CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1c(N)cccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1c(N)cccc1S2,"('mutation', '[*;!H0:1]>>[*:1]-N', 'CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2')","[0.33956207072727296, 0.5018333333333335, 0.6205, 0.5135300000000004]",0.4215686274509804
CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(O)cc32)CC1,CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(O)cc32)CC1,"('crossover', 'CCCN(CC)S(=O)(=O)CCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1')","[0.4518841988060606, 0.4570833333333333, 0.33528571428571424, 0.7258733333333337]",0.4144144144144144
CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(NN)cc32)CC1,CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(NN)cc32)CC1,"('mutation', '[*:1]~[*:2]>>[*:1]N[*:2]', 'CN(C)S(=O)(=O)N1CCN(CCC=C2c3ccccc3Sc3ccc(N)cc32)CC1')","[0.7096250520242428, 0.5304333333333334, 0.5850714285714287, 0.9681433333333337]",0.7128712871287128
